Age,Gender,Review,Education,Purchased
43,Female,Poor,UG,No
39,Male,Average,UG,Yes
18,Male,Average,UG,No
33,Male,Average,UG,Yes
38,Male,Average,UG,No
37,Female,Good,UG,Yes
52,Male,Poor,UG,Yes
20,Female,Good,UG,No
18,Female,Average,PG,Yes
44,Male,Good,UG,No
34,Male,Good,UG,No
26,Male,Poor,PG,No
32,Female,Average,UG,Yes
60,Female,Poor,PG,Yes
61,Female,Good,UG,No
40,Male,Good,PhD,Yes
40,Male,Good,UG,Yes
58,Male,Average,PhD,No
52,Female,Good,PG,Yes
64,Male,Good,UG,Yes
49,Male,Average,UG,No
41,Female,Poor,PG,No
49,Male,Poor,PhD,No
51,Male,Good,PG,Yes
23,Male,Good,UG,No
51,Male,Good,PG,No
28,Female,Average,UG,Yes
25,Male,Average,PG,Yes
64,Male,Average,UG,No
51,Female,Good,UG,No
50,Female,Average,UG,No
20,Female,Average,PG,No
62,Male,Poor,UG,No
35,Male,Good,UG,Yes
19,Female,Average,UG,No
52,Female,Good,UG,No
31,Female,Good,UG,Yes
36,Female,Poor,UG,Yes
20,Female,Good,UG,No
29,Female,Good,UG,No
35,Male,Good,UG,Yes
39,Female,Good,UG,No
62,Female,Poor,PG,Yes
39,Female,Average,PG,No
58,Male,Good,PG,No
60,Male,Poor,PG,No
53,Female,Good,PhD,Yes
23,Male,Good,UG,No
26,Female,Poor,UG,Yes
32,Male,Good,UG,Yes
46,Male,Poor,PG,No
20,Male,Poor,PG,Yes
32,Male,Good,PG,Yes
46,Male,Poor,PG,Yes
20,Female,Average,UG,No
63,Male,Average,PhD,Yes
56,Other,Good,PG,No
46,Male,Poor,PG,Yes
18,Male,Average,PG,No
61,Other,Good,UG,Yes
20,Female,Average,UG,Yes
39,Female,Good,PG,No
39,Female,Poor,PG,Yes
57,Female,Good,PG,Yes
49,Female,Average,UG,No
64,Male,Poor,PhD,Yes
29,Female,Good,UG,No
44,Male,Poor,PG,Yes
58,Male,Poor,PG,No
23,Male,Good,UG,Yes
22,Female,Average,UG,No
29,Female,Average,UG,No
61,Female,Average,UG,No
35,Male,Good,PG,No
52,Male,Good,UG,Yes
34,Male,Average,PhD,Yes
51,Male,Good,UG,Yes
57,Male,Good,PG,Yes
55,Female,Good,UG,No
19,Female,Good,PG,No
25,Male,Good,UG,Yes
24,Female,Average,UG,Yes
36,Male,Average,PG,Yes
30,Male,Good,PG,No
25,Male,Good,UG,No
45,Female,Good,UG,No
32,Male,Good,PG,Yes
28,Male,Good,PG,No
22,Female,Poor,PG,Yes
55,Female,Good,UG,No
43,Female,Good,PG,No
19,Female,Good,UG,No
41,Female,Poor,PG,No
30,Male,Average,PhD,No
58,Female,Average,PG,No
49,Female,Good,UG,No
61,Female,Poor,UG,No
20,Female,Average,UG,Yes
47,Male,Good,PG,Yes
51,Female,Average,UG,No
64,Male,Poor,UG,Yes
46,Female,Poor,UG,Yes
48,Female,Good,UG,Yes
59,Male,Good,PG,No
56,Male,Poor,UG,No
47,Male,Average,UG,No
58,Female,Average,PhD,Yes
64,Male,Poor,PhD,No
51,Female,Good,PhD,Yes
43,Male,Good,UG,No
29,Male,Average,UG,No
58,Male,Good,UG,No
24,Male,Good,UG,Yes
34,Female,Average,PG,No
46,Female,Good,UG,Yes
40,Female,Average,UG,No
38,Male,Good,UG,No
60,Female,Average,UG,No
22,Male,Average,UG,Yes
33,Female,Average,UG,No
57,Female,Poor,UG,Yes
53,Male,Average,PhD,No
31,Female,Good,UG,Yes
50,Female,Average,UG,No
36,Female,Average,PG,Yes
29,Male,Good,PG,No
35,Male,Average,PhD,No
38,Female,Poor,UG,Yes
64,Female,Good,UG,No
42,Male,Good,PG,Yes
28,Female,Average,UG,Yes
47,Other,Good,PG,No
47,Female,Average,PhD,Yes
28,Male,Good,PG,Yes
22,Male,Good,UG,Yes
20,Male,Average,UG,No
37,Male,Average,PG,Yes
45,Female,Good,UG,Yes
26,Male,Average,PG,Yes
45,Female,Average,UG,Yes
51,Female,Average,UG,Yes
35,Male,Good,UG,Yes
44,Female,Average,PG,No
46,Female,Good,UG,No
45,Male,Average,UG,No
50,Female,Good,PG,No
50,Male,Poor,UG,No
51,Male,Poor,PG,Yes
